name,address,addr:city,addr:postcode,cuisine,lat,lon,county
Piada Italian Street Food,Memorial Drive,Houston,,italian,29.7609975,-95.4206271,Harris
Schlotzsky's,Kuykendahl Road,Spring,77379,sandwich,30.0724376,-95.5110905,Harris
Schlotzsky's,Louetta Road,Spring,77388,sandwich,30.0651092,-95.439241,Harris
Buffalo Wild Wings,FM 1960 East,Humble,,chicken;american,29.9969154,-95.1743793,Harris
Becks Prime,East Memorial Loop Drive,Houston,77007,burger,29.7732626,-95.4333134,Harris
Angelo'z,Kirby Drive,Houston,77054,sandwich,29.6915956,-95.4120932,Harris
East Star Chinese Buffet,,,,chinese,29.54669,-95.1060915,Harris
Starbucks,Dallas Street,Houston,77002,coffee_shop,29.7556333,-95.3667303,Harris
Popeyes,Scott Street,Houston,77004,chicken,29.7165205,-95.3544047,Harris
Smoothie King,West Lake Houston Parkway,Houston,77044,juice,29.9237265,-95.195442,Harris
Subway,West Lake Houston Parkway,Houston,77044,sandwich,29.9236645,-95.1954538,Harris
IHOP,NASA Parkway,Webster,77598,american,29.5449282,-95.108883,Harris
Cuisine Of India,NASA Parkway,Houston,77058,indian,29.5468836,-95.1018743,Harris
Shipley Doughnuts,NASA Parkway,Houston,77058,donut,29.5467739,-95.1021935,Harris
Ray's Italian Kitchen,NASA Parkway,Houston,77058,italian,29.5481297,-95.1011074,Harris
Mediterranean Chef,NASA Parkway,Houston,77058,greek,29.5482207,-95.1004744,Harris
Pho NASA,NASA Parkway,Nassau Bay,77058,vietnamese,29.5474406,-95.0990855,Harris
Bullrito's,NASA Parkway,Houston,77058,burrito,29.5500472,-95.0920442,Harris
Five Guys,NASA Parkway,Nassau Bay,77058,burger,29.5495297,-95.0936278,Harris
1000 Degrees Neapolitan Pizzeria,Saturn Lane,Houston,77058,pizza,29.5493495,-95.0928117,Harris
Burger Nation,NASA Parkway,Houston,77058,burger,29.5478467,-95.0983564,Harris
Franca's Italian,NASA Parkway,Houston,77058,italian,29.5469627,-95.1041176,Harris
Mom Alone,NASA Parkway,Webster,77598,mexican,29.5472548,-95.103773,Harris
James Coney Island,Gulf Freeway,Webster,77598,american,29.527107,-95.1302034,Harris
Hunan Star,Bay Area Boulevard,Houston,77058,chinese,29.5747297,-95.1094732,Harris
Persona Wood Fired Pizzeria,North Sam Houston Parkway East,,,pizza,29.9367229,-95.2471838,Harris
Jack in the Box,Highway 146 South,La Porte,77571,burger,29.6531246,-95.0309078,Harris
Tokyo Bowl,Bay Area Boulevard,,,japanese,29.5721744,-95.1079869,Harris
Pizza Hut,Highway 146,Seabrook,77586,pizza,29.5702946,-95.0257401,Harris
Pier Eight Seafood Market,Todville Road,Seabrook,77586,seafood,29.5534391,-95.0223258,Harris
Merlion,4th Street,Seabrook,77586,thai,29.5598029,-95.0232255,Harris
Midnite Slice,2nd Street,Seabrook,77586,pizza,29.5626889,-95.0243225,Harris
Star Ice & Teriyaki,,,,,29.7035303,-95.5543131,Harris
Casa Anita's,East NASA Parkway,Seabrook,77586,tex-mex,29.5674592,-95.0602033,Harris
Bay Area Meat Market,Kirby Road,Seabrook,77586,barbecue,29.5724278,-95.0589586,Harris
Java Coffee & Tea Co.,Fondren Road,Houston,77063,coffee_shop,29.7363898,-95.5200085,Harris
Subway,Hammerly Boulevard,Houston,77080,sandwich,29.8101515,-95.5250249,Harris
Whataburger,North Terminal Road,Houston,77032,burger,29.9861327,-95.3457969,Harris
Poké Fresh,Dallas Street,Houston,77002,sushi,29.758101,-95.370137,Harris
Bullritos,,,,,29.9860574,-95.3455849,Harris
Chick-fil-A,North Terminal Road,Terminal,77032,chicken,29.9866974,-95.3459524,Harris
El Real,,,,,29.9869309,-95.3461106,Harris
Freshii,,,,salad,29.9869797,-95.3460234,Harris
Jason's Deli,,,,sandwich,29.986227,-95.3455916,Harris
Panda Express,North Terminal Road,Houston,77032,chinese,29.9860469,-95.3457995,Harris
Ray's BBQ Shack,,,,,29.9863373,-95.3459591,Harris
Smashburger,,,,burger,29.986414,-95.3460958,Harris
Starbucks,North Terminal Road,Houston,77032,coffee_shop,29.9858634,-95.3456975,Harris
Tagliare,,,,,29.9861329,-95.3455862,Harris
Pelican Grill,East NASA Parkway,Seabrook,77586,american,29.5624935,-95.0410987,Harris
Wong's Chef,East NASA Parkway,Seabrook,77586,chinese,29.560414,-95.0385983,Harris
Iguana Rana's,East NASA Parkway,Seabrook,77586,tex-mex,29.5600846,-95.0385895,Harris
Taqueria NASA,East NASA Parkway,Seabrook,77586,mexican,29.560511,-95.0347353,Harris
Seabrook Classic Cafe,East NASA Parkway,Seabrook,77586,american,29.5601288,-95.0336417,Harris
Cattle Drive BBQ,,,,,29.6864045,-95.1239677,Harris
Dunkin' Donuts,Center Street,Deer Park,77536,donut;coffee_shop,29.6815036,-95.1229223,Harris
McDonald's,Center,Deer Park,77536-4169,burger,29.6991563,-95.1234158,Harris
Burger King,Center Street,Deer Park,77536-3501,burger,29.6995244,-95.1232978,Harris
The Battleground,,,,,29.6963784,-95.1358536,Harris
,,,,,29.5523436,-95.0985022,Harris
Gen Korean BBQ,Egret Bay Boulevard,Houston,77058,korean;barbecue,29.5442636,-95.1039722,Harris
Somboon Thai Kitchen,Durham Drive,Houston,77007,thai,29.7765006,-95.4114297,Harris
Mr. K Donuts & Kolaches,Fairbanks North Houston Road,,,donut,29.8815097,-95.5250935,Harris
Mi Tierra,Fairbanks North Houston Road,,,mexican,29.8832575,-95.5242062,Harris
Seafood Kitchen,Fairbanks North Houston Road,,,,29.883258,-95.52413,Harris
Off the Wall Work and Play Cafe,Fairbanks North Houston Road,,,,29.8832597,-95.5238541,Harris
Starbucks,West Lake Houston Parkway,Houston,77044,coffee_shop,29.925438,-95.1971223,Harris
Berripop Frozen Yogurt,Meyerland Plaza,Houston,,ice_cream,29.6887698,-95.4621051,Harris
La Esperanza,,,,mexican,29.8970632,-95.5243856,Harris
Smashburger,Eldridge Parkway,Houston,77077,burger,29.7538917,-95.6245553,Harris
McDonald's,,,,burger,29.7767269,-94.9747314,Harris
Monument Inn,,,,,29.7611311,-95.0804689,Harris
The Teahouse,Memorial Drive,Houston,,tea,29.7617654,-95.419809,Harris
Fajita Pete’s,Memorial Drive,Houston,,,29.761766,-95.419713,Harris
The Honey Hole,Post Oak Boulevard,Houston,77056,,29.7432498,-95.4602067,Harris
Grand Lux Cafe,Westheimer Road,Houston,77056,,29.7411202,-95.462946,Harris
Mogul Indian,,,,indian,29.5564265,-95.1188327,Harris
888 Chinese Restaurant,,,,chinese,29.5554046,-95.1214451,Harris
McDonald's,Bay Area Boulevard,Houston,77058,burger,29.5776422,-95.107385,Harris
Denny's,,,,american,29.5783233,-95.1070524,Harris
Nokturne,Saturn Lane,Houston,77058,fusion,29.5588223,-95.1132168,Harris
Kolache Factory,,,,breakfast,29.5451523,-95.1346764,Harris
Torchy's Tacos,,,,tacos,29.5431456,-95.1382813,Harris
Panera Bread,El Dorado Boulevard,Webster,77598,sandwich;bakery,29.5558451,-95.1513027,Harris
Starbucks,El Dorado Boulevard,Webster,77598,coffee_shop,29.5564406,-95.149822,Harris
Eduardo's Mexican Kitchen,,,,mexican,29.5453083,-95.1083558,Harris
Subway,Nasa Road,Houston,77058,sandwich,29.5469158,-95.1078173,Harris
Masa Sushi,,,,,29.5471987,-95.1081074,Harris
Domino's,,,,pizza,29.5637511,-95.0450475,Harris
Village Pizza and Seafood,,,,pizza,29.5646743,-95.044663,Harris
B&B Butchers,Washington Avenue,Houston,77007,steak_house,29.767862,-95.3764426,Harris
Bubba's Texas Burger Shack,Westpark Drive,Houston,77056,,29.7259871,-95.4668573,Harris
Sbarro,,,,pizza,29.7386875,-95.4623741,Harris
Taste Kitchen + Bar,Main Street,,,,29.76096,-95.3619869,Harris
The Pass & Provisions,,,,,29.7587752,-95.3856423,Harris
True Food Kitchen,Post Oak Boulevard,Houston,77056,american,29.7498579,-95.4625164,Harris
Adair Kitchen,San Felipe Street,,,american,29.7490172,-95.4665814,Harris
Pappas BBQ,Smith Street,Houston,77002,barbecue,29.7581914,-95.3692405,Harris
Otto's,Dallas Street,Houston,77002,burger;breakfast;barbecue;coffee_shop,29.7574413,-95.3704044,Harris
Pappas Bros. Steakhouse,Dallas Street,,77002,steak_house,29.755539,-95.3631481,Harris
Chick-fil-A,Dallas Street,Houston,77002,chicken,29.7574462,-95.3703285,Harris
Fresh Healthy Cafe,Dallas Street,Houston,77002,,29.7574496,-95.370277,Harris
Starbucks,,,,coffee_shop,29.7410211,-95.4665679,Harris
Ruth's Chris Steak House,Westheimer Road,Houston,77056,american,29.7383345,-95.4715567,Harris
Shake Shack,,,,burger,29.7397336,-95.4627643,Harris
Fish & Chicks,,,,,29.8924298,-95.6844811,Harris
Hotspot Cajun Seafood House,Barker Cypress Road,Cypress,77433,,29.8921508,-95.6844758,Harris
Frenchy's Chicken,,Cypress,77433,,29.8918578,-95.6844664,Harris
MaTu Chinese Restaurant,Barker Cypress Road,Cypress,77433,chinese,29.8912718,-95.684246,Harris
Top Sushi,Barker Cypress Road,Cypress,77433,sushi,29.8910381,-95.6842384,Harris
Chipotle,Katy Freeway,Katy,77494,mexican,29.7868561,-95.7924527,Harris
Hyderabad House,Park Row,Houston,77084,indian;hyderabadi;biryani,29.788534,-95.6464929,Harris
Home Base Pizza,,,,pizza,29.9055714,-95.6703965,Harris
Vito's Famous,Spring Cypress Road,Spring,77379,pizza,30.0263775,-95.562283,Harris
Potbelly,,,,sandwich,29.9040008,-95.5517273,Harris
Salata,,,,salad,29.9273278,-95.2026179,Harris
Five Guys,East Sam Houston Parkway North,Houston,77044,burger,29.9279553,-95.2031832,Harris
Mama Fu's,,,,chinese,29.9281078,-95.2033625,Harris
MOD Pizza,East Sam Houston Parkway North,Houston,77044,pizza,29.9281737,-95.2034401,Harris
The Pho,,,,vietnamese,29.9272546,-95.2032701,Harris
Summer China Diner,,,,chinese,29.9271955,-95.2032151,Harris
Panda Express,Fm529,Houston,77095,chinese,29.8788525,-95.6505813,Harris
Papa John's,Tomball Parkway,Tomball,77375,pizza,30.0869231,-95.6313557,Harris
Chipotle,Louetta Road,Spring,77388,mexican,30.0662399,-95.4377595,Harris
Tacodeli,Washington Avenue,Houston,77007,mexican,29.7679646,-95.3773873,Harris
House of Blues,Caroline Street,Houston,77002,american,29.7538517,-95.3639653,Harris
Narin's Bombay Brasserie,,,,indian,29.7357431,-95.4582462,Harris
Tony’s Mexican Restaurant,South Mason Road,,77450,mexican,29.769734,-95.753099,Harris
Freebirds,Bay Area Boulevard,,,mexican,29.5449609,-95.1349096,Harris
Buffalo Wild Wings,Bay Area Boulevard,,,wings,29.5452272,-95.1345505,Harris
Sonic,Bay Area Boulevard,Webster,77598,burger,29.5470182,-95.1315229,Harris
Angelo's Pizza and Pasta,Bay Area Boulevard,,,,29.5468432,-95.131944,Harris
Genghis Grill,Bay Area Boulevard,,,,29.5455603,-95.1337768,Harris
Taco Cabana,,,,mexican,29.5438774,-95.1345699,Harris
BJ's,,,,american,29.5447254,-95.1330526,Harris
Subway,East NASA Parkway,Seabrook,77586,sandwich,29.5674694,-95.059939,Harris
Barbacana,Franklin Street,Houston,77002,,29.763563,-95.3608003,Harris
La Calle Tacos,Franklin Street,Houston,77002,tacos,29.7634792,-95.3606743,Harris
Dan's Pizza Co.,Galveston Road,Webster,77598,pizza,29.567058,-95.1461661,Harris
Stanton's City Bites,Edwards Street,Houston,77007,burger,29.7709364,-95.3721326,Harris
Baby Barnaby's Cafe,Fairview Street,Houston,77006,breakfast,29.7482751,-95.3882641,Harris
Barnaby's Cafe,Fairview Street,Houston,77006,,29.7482657,-95.3884224,Harris
Barnaby's Cafe,White Oak Drive,Houston,77007,,29.7818237,-95.3890885,Harris
La Pupusa Loca,HWY6,Houston,77083,latin_american,29.7023722,-95.6449846,Harris
La Pupusa Loca,Hammerly Boulevard,Houston,77080,latin_american,29.81297,-95.541565,Harris
La Pupusa Rica,South Gessner Drive,Houston,77074,latin_american,29.6803572,-95.5281215,Harris
Cocina Latina Pupusa Buffet,Wirt Road,Houston,77055,latin_american;buffet,29.8034559,-95.4852814,Harris
Willie's Grill and Ice House,Northwest Freeway Frontage Road,Houston,77040,,29.8919309,-95.5840764,Harris
Pondicheri,Kirby Drive,Houston,77098,indian,29.7415173,-95.4194861,Harris
Eddie V's,Kirby Drive,Houston,77098,steak;seafood,29.7402794,-95.4190917,Harris
La Tapatia,Richmond Avenue,Houston,77098,mexican,29.7339952,-95.4041551,Harris
Pollo Campero,Greens Road,,77060,chicken,29.9512055,-95.4078061,Harris
Pretzelmaker,,,,pretzel,29.9611985,-95.5393225,Harris
Starbucks,FM 1960 West,Houston,77070,coffee_shop,29.9600646,-95.5389516,Harris
Sarku Japan,,,,japanese,29.9597351,-95.5387795,Harris
Chick-fil-A,Willowbrook Mall,Houston,77070,chicken,29.9596695,-95.5384163,Harris
China Max,,,,,29.9596307,-95.5387347,Harris
Cinnabon,,,,dessert,29.9598573,-95.5389086,Harris
Papa Tony's,John Fitzgerald Kennedy Boulevard,Houston,77032,,29.9441867,-95.3321206,Harris
Kung Food,John Fitzgerald Kennedy Boulevard,Houston,77032,,29.9441885,-95.3324562,Harris
Subway,Greens Road,Houston,77032,sandwich,29.9509092,-95.3482496,Harris
Subway,John Fitzgerald Kennedy Boulevard,Houston,77032,sandwich,29.944188,-95.3323743,Harris
Alwadi,John Fitzgerald Kennedy Boulevard,Houston,77032,,29.9441899,-95.3327314,Harris
Gumbo Jeaux's,John Fitzgerald Kennedy Boulevard,Houston,77032,,29.944391,-95.3329889,Harris
Starbucks,Greenspoint Drive,Houston,77060,coffee_shop,29.9471346,-95.4073765,Harris
Laredo Taco Company,,,,,29.9821804,-95.4240546,Harris
Potbelly,,,,sandwich,30.0643689,-95.4408856,Harris
Panera Bread,Louetta Road,Spring,77379,sandwich;bakery,30.0142047,-95.535232,Harris
The Crab Station Oyster Bar,Cypress Creek Parkway,Houston,77068,seafood,29.9871526,-95.4987729,Harris
Gourmet India,Westheimer Road,Houston,77077,indian,29.7349958,-95.6217536,Harris
Bombay Sweets Inc.,Hillcroft Avenue,Houston,77036,indian,29.7190352,-95.5003778,Harris
Govinda's Vegetarian Cuisine,West 34th Street,Houston,77018,indian,29.8178628,-95.4239037,Harris
Killer Noodle Tsujita,North Shepherd Drive,,,,29.8025859,-95.4104689,Harris
TD Tofu & Fast Food,,,,vietnamese,29.8809715,-95.7000317,Harris
Pho Viet Mai,,,,vietnamese,29.8809808,-95.6997688,Harris
Bún Bò Huế - Đức Chương 529,,,,vietnamese,29.8805342,-95.7002248,Harris
Lenny's Sub Shop,,,,,29.5480253,-95.1284678,Harris
Zaxby's,Barker Cypress Road,Cypress,,chicken,29.9058112,-95.6850372,Harris
Starbucks,Barker Cypress Road,Houston,77095,coffee_shop,29.9118067,-95.6855128,Harris
Chipotle,Barker Cypress Road,Cypress,77433,mexican,29.9115823,-95.6855141,Harris
Jack in the Box,Barker Cypress Road,Cypress,77433,burger,29.912217,-95.6856402,Harris
Slim Chickens,,,,,29.912532,-95.6855919,Harris
Crazy Cajun Seafood Shoppe,Barker Cypress Road,Cypress,77433,cajun,29.9353807,-95.6812146,Harris
Marvino's Italian Kitchen,,,,italian,29.9524544,-95.6707716,Harris
La Fogata Tex-Mex Grill,,,,,29.8706194,-95.5461759,Harris
Subway,Northwest Freeway,Houston,77040,sandwich,29.8708404,-95.5460847,Harris
Little Caesars,,,,pizza,29.8031661,-95.4906026,Harris
Raspados El Oasis,,,,,29.8800465,-95.700085,Harris
Domino's,FM 529,Cypress,77433,pizza,29.8800751,-95.7148803,Harris
Star Wok Asian Bistro,,,,,29.878395,-95.720892,Harris
Adrian's Mexican Street Food,,,,mexican,29.8783988,-95.721086,Harris
JLB Eatery,,,,american,29.87837,-95.720982,Harris
Jack in the Box,Fry Road,Cypress,77433,burger,29.8807966,-95.7244317,Harris
DQ Grill & Chill,FM 529 Road,Cypress,77433-3296,ice_cream;burger,29.8801373,-95.7253222,Harris
Brewingz Sports Bar & Grill,,,,chicken,29.7845046,-95.7935641,Harris
Antonia's Restaurant - Cucina Italiana,,,,italian,29.783563,-95.8066396,Harris
Vieng Thai,Long Point Road,Houston,,thai,29.8026336,-95.4709335,Harris
Famous Princess Kitchen – West African Restaurant,West Little York Road,Houston,77084,,29.8653896,-95.6686346,Harris
Phở 18,,,,vietnamese,29.8659019,-95.6702815,Harris
Bar BQ Village,,,,pakistani,29.8660135,-95.6702842,Harris
Popeyes,,,,chicken,29.8642893,-95.6837033,Harris
Jack in the Box,Barker Cypress Road,Houston,77084,burger,29.86616,-95.6837489,Harris
Pizza Hut,Barker Cypress Road,Cypress,77433,pizza,29.8955109,-95.6830209,Harris
Mr. Donut Hot & Fresh Kolaches,,,,,29.8959021,-95.683094,Harris
Quiznos,,,,sandwich,29.8958451,-95.6830833,Harris
Subway,Highway 6 North,Houston,77084,sandwich,29.8506913,-95.6462692,Harris
The Kickin' Crab,,,,seafood,29.8511659,-95.6462263,Harris
French Quarter Cajun Seafood,,,,cajun,29.8825369,-95.6459261,Harris
Domino's,Highway 6 North,Houston,77095,pizza,29.8965873,-95.637175,Harris
China Inn,,,,,29.8966733,-95.6371241,Harris
Yokohamaya,Northwest Freeway,Cypress,77433,japanese,29.9822111,-95.7224754,Harris
Brewingz,,,,wings,29.9906161,-95.742878,Harris
Little Caesars,,,,pizza,29.9938828,-95.7414891,Harris
Hot Wok,,,,asian,29.9939246,-95.7413912,Harris
$5 Pizza,,,,,29.9082942,-95.6486002,Harris
Little Caesars,North Highway 6,Houston,77095,pizza,29.9052505,-95.6316049,Harris
Wherever Bar & Grill,,,,,29.9049268,-95.6309563,Harris
Banhmi and Tea,,,,vietnamese,29.881177,-95.6466743,Harris
Thai Chili,,,,thai,29.8801664,-95.6428981,Harris
Pizza Fino,,,,,29.8801711,-95.6427331,Harris
Jamillah Garden,,,,chinese,29.880203,-95.6413545,Harris
Hikari Sushi Bar,,,,,29.8759671,-95.6448717,Harris
Jimmy John's,,,,sandwich,29.8741583,-95.6448338,Harris
The Egg & I,,,,,29.8688551,-95.6447312,Harris
Phở Hái 2 Vietnamese Noodle House,,,,vietnamese;noodle,29.8668004,-95.6457365,Harris
Chávez Mexican Café,,,,,29.8645886,-95.6444191,Harris
Northern Pasta,,,,chinese,29.7055288,-95.5465442,Harris
Lucky Dragon,,,,chinese,29.7057694,-95.5465463,Harris
Xin Jiang BBQ,,,,,29.7056476,-95.5465467,Harris
Tainan Bistro,,,,chinese,29.7059198,-95.5476345,Harris
Mala Sichuan Bistro,,,,,29.7059372,-95.5481697,Harris
Jing 5,,,,chinese,29.7057957,-95.548437,Harris
Yuan Ten,Bellaire Boulevard,Houston,77036,chinese,29.7056712,-95.5484609,Harris
Triple Pepper,,,,chinese,29.70527,-95.5484083,Harris
Taj,,,,,29.7384979,-95.6238813,Harris
Gil's Bar-B-Q,,,,,29.7378359,-95.6247758,Harris
Lasagna House III,,,,italian,29.7370115,-95.6248053,Harris
Chopan Kabob House,,,,afghan,29.7355936,-95.6219731,Harris
Le Teahouse,Barker Cypress Road,Houston,77084,,29.8787773,-95.683727,Harris
Phở Tàu Bay,Barker Cypress Road,Houston,77084,vietnamese,29.8789587,-95.6837243,Harris
Jersey Mike's Subs,FM 1960 West,Houston,77065,sandwich,29.9277153,-95.5947647,Harris
Hopdoddy,Vintage Park Boulevard,Houston,77070,,29.9959637,-95.5737666,Harris
Potbelly,Vintage Park Boulevard,Houston,77070,sandwich,29.9959884,-95.5740191,Harris
Shogun Grill,Vintage Park Boulevard,Houston,,japanese,29.9943862,-95.5724601,Harris
El Tiempo,Vintage Park Boulevard,Houston,,tex-mex,29.9948552,-95.5725296,Harris
Another Broken Egg,Vintage Park Boulevard,Houston,77070,,29.9948853,-95.5740152,Harris
Dimassi's Mediterranean Buffet,,,,mediterranean;buffet,29.7362405,-95.5692188,Harris
Dunkin',Barker Cypress Road,Cypress,77433,donut;coffee_shop,29.8817942,-95.6838173,Harris
Charlie's New York Style Pizza,,,,,29.8829738,-95.6828503,Harris
Double Dragon Chinese Café,,,,chinese,29.8787605,-95.6807847,Harris
Jo Jo Chinese Café,,,,chinese,29.8797298,-95.6744961,Harris
Herradura Mexican Grill,Farm To Market Rd 529,Houston,77095,mexican,29.8787131,-95.6540016,Harris
Taco de Oro,,,,mexican,29.8795824,-95.6604933,Harris
B-B-Q Sushi Bar,,,,,29.8795824,-95.6611156,Harris
Lucky Star Asian Buffet,Farm To Market Rd 529,Houston,77095,,29.8795964,-95.6612792,Harris
China Bistro,Farm To Market Rd 529,Houston,77095,,29.8784743,-95.6658793,Harris
Subway,Farm To Market Road 529,Houston,77095,sandwich,29.8784767,-95.667502,Harris
Taquería México Lindo Y Sabroso,,,,,29.8657058,-95.6824158,Harris
El Amanecer Restaurante y Pupusería,,,,latin_american,29.8657064,-95.6825352,Harris
green seed vegan,Almeda Road,Houston,77004,,29.7304001,-95.3764556,Harris
Cafe 4212,Almeda Road,Houston,77004,,29.7310827,-95.376171,Harris
Mary'z,,,,mediterranean;lebanese,29.7707276,-95.4064408,Harris
Triple Crown Bingo,,,,,29.9263469,-95.5863629,Harris
Phở Bon,,,,vietnamese,29.9254868,-95.5852878,Harris
Tony's New York Pizza,,,,pizza,29.9257332,-95.5852676,Harris
Café Latino Bakery & Pupusería,,,,latin_american;bakery;cafe,29.9259383,-95.5852994,Harris
Southern Maid Donuts,,,,donut,29.9260836,-95.5852699,Harris
Tamale Joint,East T C Jester Boulevard,,,,29.8169843,-95.443574,Harris
Chuck E. Cheese,,,,pizza,29.5367091,-95.1494068,Harris
Blaze Pizza,West Bay Area Boulevard,Webster,77598,pizza,29.5377662,-95.1498252,Harris
Zoës Kitchen,,,,mediterranean,29.9931975,-95.7516633,Harris
